Non-Urban Exclusion,NFS Region Exclusion,Mainland Exclusion ,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
.,.,.,.,11,Pacific silver fir,Abies,amabilis,.,.,ABAM,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
.,.,.,.,12,balsam fir,Abies,balsamea,.,.,ABBA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,14,Santa Lucia or bristlecone fir,Abies,bracteata,.,.,ABBR,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,15,white fir,Abies,concolor,.,.,ABCO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,16,Fraser fir,Abies,fraseri,.,.,ABFR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,17,grand fir,Abies,grandis,.,.,ABGR,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,18,corkbark fir,Abies,lasiocarpa,arizonica,.,ABLAA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,19,subalpine fir,Abies,lasiocarpa,.,.,ABLA,"R, U","PNWS, AK, U","R, U","R, U",.,.,.,P2
.,.,.,.,20,California red fir,Abies,magnifica,.,.,ABMA,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,22,noble fir,Abies,procera,.,.,ABPR,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,21,Shasta red fir,Abies,shastensis,.,.,ABSH,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,6001,blackbrush wattle,Acacia,anegadensis,.,.,ACAN4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6002,mulga,Acacia,aneura,.,.,ACAN10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6003,auri,Acacia,auriculiformis,.,.,ACAU,U,"P, U",U,U,.,P,.,.
.,.,.,.,6004,small Philippine acacia,Acacia,confusa,.,.,ACCO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6016,silver wattle,Acacia,dealbata,.,.,ACDE3,U,U,U,U,.,.,U,.
.,.,.,.,6017,green wattle,Acacia,decurrens,.,.,ACDE,U,U,U,U,.,.,U,.
.,3,.,w,303,sweet acacia,Acacia,farnesiana,.,.,ACFA,"R, U","P, U",U,"R, C, U",C,P,.,P2
.,.,.,.,6006,koa,Acacia,koa,.,.,ACKO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6007,koaoha,Acacia,koaia,.,.,ACKO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6019,Sydney golden wattle,Acacia,longifolia,.,.,ACLO,U,U,U,U,.,.,U,.
.,.,.,.,6008,porknut,Acacia,macracantha,.,.,ACMA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6009,black wattle,Acacia,mangium,.,.,ACMA12,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6010,black wattle,Acacia,mearnsii,.,.,ACME80,U,"P, U",U,U,.,P,.,.
.,.,.,.,6011,blackwood,Acacia,melanoxylon,.,.,ACME,U,"P, U",U,U,.,P,.,.
.,.,.,.,6012,spineless wattle,Acacia,muricata,.,.,ACMU,U,U,U,"C, U",C,.,.,.
.,.,.,.,6013,gum arabic tree,Acacia,nilotica,.,.,ACNI2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6014,South Wales wattle,Acacia,parramattensis,.,.,ACPA81,U,"P, U",U,U,.,P,.,.
.,.,.,.,6015,Acacia polyacantha,Acacia,polyacantha,.,.,ACPO3,U,U,U,"C, U",C,.,.,.
NUE,,.,,300,acacia spp.,Acacia,spp.,.,.,ACACI,"R, U","P, U",U,"C, U",C,P,.,P2
.,.,.,.,6018,poponax,Acacia,tortuosa,.,.,ACTO,U,U,U,"C, U",C,.,.,.
.,.,.,.,6020,prickly Moses,Acacia,verticillata,.,.,ACVE2,U,U,U,U,.,.,U,.
.,.,.,.,311,Florida maple,Acer,barbatum,.,.,ACBA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,5145,hedge maple,Acer,campestre,.,.,ACCA5,U,U,U,U,.,.,U,.
.,"5, 6, 10",.,.,5146,vine maple,Acer,circinatum,,,ACCI,U,U,U,U,,,U,.
.,.,.,.,5147,Amur maple,Acer,ginnala,.,.,ACGI,U,U,U,U,.,.,U,.
.,.,.,w,322,bigtooth maple,Acer,grandidentatum,.,.,ACGR3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,5148,paperbark maple,Acer,griseum,.,.,ACGR14,U,U,U,U,.,.,U,.
.,.,.,.,323,chalk maple,Acer,leucoderme,.,.,ACLE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,312,bigleaf maple,Acer,macrophyllum,.,.,ACMA3,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,5155,Miyabe maple,Acer,miyabei,.,.,ACMI7,U,U,U,U,.,.,U,.
.,.,.,.,5149,Painted maple,Acer,mono,.,.,ACMO10,U,U,U,U,.,.,U,.
.,.,.,.,313,boxelder,Acer,negundo,.,.,ACNE2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,314,black maple,Acer,nigrum,.,.,ACNI5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,5150,Japanese maple,Acer,palmatum,.,.,ACPA2,U,U,U,U,.,.,U,.
.,.,.,.,315,striped maple,Acer,pensylvanicum,.,.,ACPE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,320,Norway maple,Acer,platanoides,.,.,ACPL,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,5157,Norway maple x shantung maple,Acer,platanoides x truncatum,.,.,ACPL2,U,U,U,U,.,.,U,.
.,.,.,.,5151,sycamore maple,Acer,pseudoplatanus,.,.,ACPS,U,U,U,U,.,.,U,.
.,.,.,.,316,red maple,Acer,rubrum,.,.,ACRU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,317,silver maple,Acer,saccharinum,.,.,ACSA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,318,sugar maple,Acer,saccharum,.,.,ACSA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,319,mountain maple,Acer,spicatum,.,.,ACSP2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,5152,tatarian maple,Acer,tataricum,.,.,ACTA80,U,U,U,U,.,.,U,.
.,.,.,.,5156,Three Flower Maple,Acer,triflorum,.,.,ACTR7,U,U,U,U,.,.,U,.
.,.,.,.,5154,Freeman maple,Acer,x freemanii,.,.,ACFR,U,U,U,U,.,.,U,.
.,.,.,.,6021,hollowheart,Acnistus,arborescens,.,.,ACAR,U,U,U,"C, U",C,.,.,.
.,.,.,.,906,"Everglades palm, paurotis-palm",Acoelorraphe,wrightii,.,.,ACWR4,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,6023,grugru palm,Acrocomia,media,.,.,ACME2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6025,baobab,Adansonia,digitata,.,.,ADDI3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6026,wild lime,Adelia,ricinella,.,.,ADRI,U,U,U,"C, U",C,.,.,.
.,.,.,.,6028,red beadtree,Adenanthera,pavonina,.,.,ADPA,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6032,Caribbean spiritweed,Aegiphila,martinicensis,.,.,AEMA,U,U,U,"C, U",C,.,.,.
.,.,.,.,333,California buckeye,Aesculus,californica,.,.,AECA,"R, U","PNWS, U",U,U,.,.,.,P2
.,.,.,.,332,yellow buckeye,Aesculus,flava,.,.,AEFL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,331,Ohio buckeye,Aesculus,glabra,.,.,AEGL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,334,Texas buckeye,Aesculus,glabra,arguta,.,AEGLA,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,5163,horse chestnut,Aesculus,hippocastanum,.,.,AEHI,U,U,U,U,.,.,U,.
.,.,.,.,6034,yellowwood,Afrocarpus,falcatus,.,.,AFFA,U,U,U,U,.,.,U,.
.,.,.,.,6035,East African yellowwood,Afrocarpus,gracilior,.,.,AFGR,U,U,U,U,.,.,U,.
.,.,.,.,6036,kauri,Agathis,australis,.,.,AGAU4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6037,Queensland kauri,Agathis,robusta,.,.,AGRO6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6042,Titimel,Aglaia,mariannensis,.,.,AGMA14,U,"P, U",U,U,.,P,.,.
.,.,.,.,6044,"karasyu, marasau",Aglaia,ponapensis,.,.,AGPO4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6046,laga ali,Aglaia,samoensis,.,.,AGSA9,U,"P, U",U,U,.,P,.,.
.,.,.,.,6048,Olomea,Aidia,cochinchinensis,.,.,AICO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6049,Aidia racemosa,Aidia,racemosa,.,.,AIRA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,341,ailanthus,Ailanthus,altissima,.,.,AIAL,"R, U","PNWS, P, U","R, U","R, U",.,P,.,P2
.,.,.,.,6053,Aiphanes minima,Aiphanes,minima,.,.,AIMI,U,U,U,"C, U",C,.,.,.
.,.,.,.,6055,cream albizia,Albizia,adinocephala,.,.,ALAD,U,U,U,"C, U",C,.,.,.
.,.,.,.,6056,naked albizia,Albizia,carbonaria,.,.,ALCA8,U,U,U,"C, U",C,.,.,.
.,.,.,.,6057,Chinese albizia,Albizia,chinensis,.,.,ALCH2,U,"P, U",U,U,.,P,.,.
.,.,.,.,345,"mimosa, silktree",Albizia,julibrissin,.,.,ALJU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6059,woman's tongue,Albizia,lebbeck,.,.,ALLE,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6060,tall albizia,Albizia,procera,.,.,ALPR,U,U,U,"C, U",C,.,.,.
.,.,.,.,6061,ukall ra ngebard,Albizia,retusa,.,.,ALRE,U,"P, U",U,U,.,P,.,.
.,.,.,.,6062,whiteflower albizia,Albizia,saponaria,.,.,ALSA10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6064,achiotillo,Alchornea,latifolia,.,.,ALLA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6066,palo de gallina,Alchorneopsis,floribunda,.,.,ALFL3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6069,Hawaii alectryon,Alectryon,macrococcus,.,.,ALMA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6075,Indian walnut,Aleurites,moluccana,.,.,ALMO2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6078,lumbang,Aleurites,trisperma,.,.,ALTR11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6080,palo blanco,Allophylus,crassinervis,.,.,ALCR9,U,U,U,"C, U",C,.,.,.
.,.,.,.,6082,palo de caja,Allophylus,racemosus,.,.,ALRA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6084,chebeludes,Allophylus,ternatus,.,.,ALTE13,U,"P, U",U,U,.,P,.,.
.,.,.,.,6085,"ebeludes, chebeludes",Allophylus,timorensis,.,.,ALTI2,U,"P, U",U,U,.,P,.,.
.,.,.,.,5189,Italian alder,Alnus,cordata,.,.,ALCO13,U,U,U,U,.,.,U,.
.,.,.,.,355,European alder,Alnus,glutinosa,.,.,ALGL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6086,Nepal alder,Alnus,nepalensis,.,.,ALNE2,U,"P, U",U,U,.,P,U,.
.,.,.,.,353,Arizona alder,Alnus,oblongifolia,.,.,ALOB2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,352,white alder,Alnus,rhombifolia,.,.,ALRH2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,351,red alder,Alnus,rubra,.,.,ALRU2,"R, U","PNWS, AK, U","R, U",U,.,.,.,P2
NUE,.,.,.,5192,green alder,Alnus,viridis,.,.,ALVI5,U,U,.,U,.,.,U,.
.,.,.,.,6088,"chelebiob, elebiong",Alphitonia,carolinensis,.,.,ALCA21,U,"P, U",U,U,.,P,.,.
.,.,.,.,6089,Hawaii kauilatree,Alphitonia,ponderosa,.,.,ALPO3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6091,toi,Alphitonia,zizyphoides,.,.,ALZI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6092,helecho gigante de la sierra,Alsophila,bryophila,.,.,ALBR4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6093,Alsophila portoricensis,Alsophila,portoricensis,.,.,ALPO7,U,U,U,"C, U",C,.,.,.
.,.,.,.,6095,deviltree,Alstonia,macrophylla,.,.,ALMA16,U,"P, U",U,U,.,P,.,.
.,.,.,.,6096,Alstonia pacifica,Alstonia,pacifica,.,.,ALPA22,U,"P, U",U,U,.,P,.,.
.,.,.,.,357,common serviceberry,Amelanchier,arborea,.,.,AMAR3,.,U,U,U,.,.,.,P2
.,.,.,.,5203,Allegheny serviceberry,Amelanchier,laevis,.,.,AMLA,.,U,U,U,.,.,U,.
.,.,.,.,358,roundleaf serviceberry,Amelanchier,sanguinea,.,.,AMSA,.,U,U,U,.,.,.,P2
.,"5, 6, 10",.,.,356,serviceberry spp.,Amelanchier,spp.,.,.,AMELA,"R, U",U,.,"R, U",.,.,.,P2
.,.,.,.,6101,black calabash,Amphitecna,latifolia,.,.,AMLA4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6103,balsam torchwood,Amyris,balsamifera,.,.,AMBA2,U,U,U,"C, U",C,.,.,.
.,.,.,.,852,sea torchwood,Amyris,elemifera,.,.,AMEL,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,6107,cashew,Anacardium,occidentale,.,.,ANOC,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6108,Anacolosa glochidiiformis,Anacolosa,glochidiiformis,.,.,ANGL5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6109,Anacolosa insularis,Anacolosa,insularis,.,.,ANIN13,U,"P, U",U,U,.,P,.,.
.,.,.,.,6111,Anadenanthera peregrina,Anadenanthera,peregrina,.,.,ANPE13,U,U,U,"C, U",C,.,.,.
.,.,.,.,6114,cabbagebark tree,Andira,inermis,.,.,ANIN,U,U,U,"C, U",C,.,.,.
.,.,.,.,6120,canelillo,Aniba,bracteata,.,.,ANBR7,U,U,U,"C, U",C,.,.,.
.,.,.,.,6124,Annona cherimola,Annona,cherimola,.,.,ANCH9,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6125,ilama,Annona,diversifolia,.,.,ANDI11,U,U,U,"C, U",C,.,.,.
.,.,.,.,853,pond-apple,Annona,glabra,.,.,ANGL4,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,6127,mountain soursop,Annona,montana,.,.,ANMO,U,U,U,"C, U",C,.,.,.
.,.,.,.,6128,soursop,Annona,muricata,.,.,ANMU2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6129,custard apple,Annona,reticulata,.,.,ANRE,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6131,sugar apple,Annona,squamosa,.,.,ANSQ,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6137,Antidesma bunius,Antidesma,bunius,.,.,ANBU3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6135,Kapua china laurel,Antidesma,kapuae,.,.,ANKA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6138,Antidesma kusaiense,Antidesma,kusaiense,.,.,ANKU3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6139,ha a,Antidesma,platyphyllum,.,.,ANPL2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6143,hame,Antidesma,pulvinatum,.,.,ANPU2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6146,placa chiquitu,Antirhea,acutata,.,.,ANAC4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6147,pegwood,Antirhea,coriacea,.,.,ANCO3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6148,Antirhea inconspicua,Antirhea,inconspicua,.,.,ANIN2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6149,palo iloron,Antirhea,lucida,.,.,ANLU3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6150,quina roja,Antirhea,obtusifolia,.,.,ANOB2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6151,Puerto Rico quina,Antirhea,portoricensis,.,.,ANPO3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6152,Sintenis' quina,Antirhea,sintenisii,.,.,ANSI,U,U,U,"C, U",C,.,.,.
.,.,.,.,5232,Japanese angelica tree,Aralia,elata,.,.,AREL8,U,U,U,U,.,.,U,.
.,.,.,.,6154,parana pine,Araucaria,angustifolia,.,.,ARAN15,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6155,New Caledonia pine,Araucaria,columnaris,.,.,ARCO32,U,"P, U",U,U,.,P,U,.
.,.,.,.,6157,Norfolk Island pine,Araucaria,heterophylla,.,.,ARHE12,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,362,Arizona madrone,Arbutus,arizonica,.,.,ARAR2,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,361,Pacific madrone,Arbutus,menziesii,.,.,ARME,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,6180,strawberry tree,Arbutus,unedo,.,.,ARUN4,.,U,U,U,.,.,U,.
.,.,.,w,363,Texas madrone,Arbutus,xalapensis,.,.,ARXA80,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,6159,Alexandra palm,Archontophoenix,alexandrae,.,.,ARAL,U,"P, U",U,U,.,P,.,.
.,.,.,.,6160,Bangalow palm,Archontophoenix,cunninghamiana,.,.,ARCU2,U,U,U,U,.,.,U,.
.,.,MLE,.,6161,shoebutton,Ardisia,elliptica,.,.,AREL4,U,"P, U",U,U,.,P,.,.
.,.,.,.,6162,ausubon,Ardisia,glauciflora,.,.,ARGL11,U,U,U,"C, U",C,.,.,.
.,.,.,.,6163,mountain marlberry,Ardisia,luquillensis,.,.,ARLU3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6164,Guadeloupe marlberry,Ardisia,obovata,.,.,AROB2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6165,China-shrub,Ardisia,solanacea,.,.,ARSO,U,U,U,"C, U",C,.,.,.
.,.,.,.,6167,betelnut,Areca,catechu,.,.,ARCA41,U,"P, U",U,U,.,P,.,.
.,.,.,.,6169,cabo-negro,Arenga,pinnata,.,.,ARPI6,U,"P, U",U,U,.,P,.,.
.,.,.,.,6171,breadfruit,Artocarpus,altilis,.,.,ARAL7,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6173,Artocarpus heterophyllus,Artocarpus,heterophyllus,.,.,ARHE2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6175,"dugdug, Marianas breadfruit",Artocarpus,mariannensis,.,.,ARMA28,U,"P, U",U,U,.,P,.,.
.,.,.,.,6176,Artocarpus nobilis,Artocarpus,nobilis,.,.,ARNO,U,"P, U",U,U,.,P,.,.
.,.,.,.,6177,Marang,Artocarpus,odoratissimus,.,.,AROD2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6179,taputoi,Arytera,brackenridgei,.,.,ARBR11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6181,afia,Ascarina,diffusa,.,.,ASDI14,U,"P, U",U,U,.,P,.,.
.,.,.,.,367,pawpaw,Asimina,triloba,.,.,ASTR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6184,Astronidium kusaianum,Astronidium,kusaianum,.,.,ASKU2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6185,Astronidium navigatorum,Astronidium,navigatorum,.,.,ASNA10,U,"P, U",U,U,.,P,.,.
.,.,.,.,6186,mesekui,Astronidium,palauense,.,.,ASPA37,U,"P, U",U,U,.,P,.,.
.,.,.,.,6187,Astronidium pickeringii,Astronidium,pickeringii,.,.,ASPI11,U,"P, U",U,U,.,P,.,.
.,.,.,.,6188,Astronidium samoense,Astronidium,samoense,.,.,ASSA23,U,"P, U",U,U,.,P,.,.
.,.,.,.,6190,Astronidium subcordata,Astronidium,subcordata,.,.,ASSU31,U,"P, U",U,U,.,P,.,.
.,.,.,.,6193,ifi ifi,Atuna,racemosa,.,.,ATRA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6197,Bilimbi,Averrhoa,bilimbi,.,.,AVBI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6198,carambola,Averrhoa,carambola,.,.,AVCA,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,986,black mangrove,Avicennia,germinans,.,.,AVGE,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,6203,Avicennia marina,Avicennia,marina,.,.,AVMA3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6200,biut,Avicennia,Marina ssp.Marina,.,.,AVAL,U,"P, U",U,U,.,P,.,.
.,.,.,.,6206,neem,Azadirachta,indica,.,.,AZIN2,U,"P, U",U,"C, U",C,.,.,.
.,.,.,.,6208,Saitamu,Baccaurea,taitensis,.,.,BATA,U,"P, U",U,U,.,P,.,.
.,.,.,.,5261,peach palm,Bactris,gasipaes,.,.,BAGA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6213,ralm,Badusa,palauensis,.,.,BAPA8,U,"P, U",U,U,.,P,.,.
.,.,.,.,6217,Puerto Rico palo de ramon,Banara,portoricensis,.,.,BAPO,U,U,U,"C, U",C,.,.,.
.,.,.,.,6219,Vanderbilt's palo de ramon,Banara,vanderbiltii,.,.,BAVA2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6220,sea putat,Barringtonia,asiatica,.,.,BAAS3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6221,langaasag,Barringtonia,racemosa,.,.,BARA5,U,"P, U",U,U,.,P,.,.
.,.,.,.,6222,falaga,Barringtonia,samoensis,.,.,BASA9,U,"P, U",U,U,.,P,.,.
.,.,.,.,6224,Bastardiopsis eggersii,Bastardiopsis,eggersii,.,.,BAEG6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6241,Texasplume,Bauhinia,lunarioides,.,.,BALU,U,U,U,U,.,.,U,.
.,.,.,.,6226,Napoleon's plume,Bauhinia,monandra,.,.,BAMO2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6227,petite flamboyant bauhinia,Bauhinia,multinervia,.,.,BAMU3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6228,railroadfence,Bauhinia,pauletia,.,.,BAPA3,U,U,U,"C, U",C,.,.,.
.,.,.,.,6229,butterfly tree,Bauhinia,purpurea,.,.,BAPU,U,U,U,"C, U",C,.,.,.
.,.,.,.,6231,St. Thomas tree,Bauhinia,tomentosa,.,.,BATO,U,U,U,"C, U",C,.,.,.
.,.,.,.,6232,mountain ebony,Bauhinia,variegata,.,.,BAVA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6252,bauhinia,Bauhinia,x blakeana,.,.,BABL,U,U,U,U,.,.,U,.
.,.,.,.,6233,slugwood,Beilschmiedia,pendula,.,.,BEPE,U,U,U,"C, U",C,.,.,.
.,.,.,.,6235,Caribbean myrtlecroton,Bernardia,dichotoma,.,.,BEDI2,U,U,U,"C, U",C,.,.,.
.,.,.,.,371,yellow birch,Betula,alleghaniensis,.,.,BEAL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,372,sweet birch,Betula,lenta,.,.,BELE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,376,resin birch,Betula,neoalaskana,.,.,BENE4,"R, U",AK,"R, U",U,.,.,.,P2
.,.,.,.,373,river birch,Betula,nigra,.,.,BENI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,374,water birch,Betula,occidentalis,.,.,BEOC2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,375,paper birch,Betula,papyrifera,.,.,BEPA,"R, U","PNWS, AK, U","R, U","R, U",.,.,.,P2
.,.,.,.,5279,European white birch,Betula,pendula,.,.,BEPE3,U,U,U,U,.,.,U,.
.,.,.,.,5280,Asian white birch,Betula,platyphylla,.,.,BEPL2,U,U,U,U,.,.,U,.
.,.,.,.,379,gray birch,Betula,populifolia,.,.,BEPO,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,5281,downy birch,Betula,pubescens,.,.,BEPU5,U,U,U,U,.,.,U,.
.,.,.,.,377,Virginia roundleaf birch,Betula,uber,.,.,BEUB,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,378,northwestern paper birch,Betula,x utahensis,.,.,BEUT,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,6236,Javanese bishopwood,Bischofia,javanica,.,.,BIJA,U,"P, U",U,U,.,P,.,.
.,.,.,.,6238,lipsticktree,Bixa,orellana,.,.,BIOR,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6240,akee,Blighia,sapida,.,.,BLSA2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6242,akupa,Bobea,brevipes,.,.,BOBR3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6243,ahakea lau nui,Bobea,elatior,.,.,BOEL3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6244,Hawaii dogweed,Bobea,sandwicensis,.,.,BOSA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6246,ahakea,Bobea,timonioides,.,.,BOTI,U,"P, U",U,U,.,P,.,.
.,.,.,.,6247,parrotweed,Bocconia,frutescens,.,.,BOFR2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,6250,virgata,Boehmeria,virgata,.,.,BOVI7,U,"P, U",U,U,.,P,.,.
.,.,.,.,6251,white alling,Bontia,daphnoides,.,.,BODA,U,U,U,"C, U",C,.,.,.
.,.,.,.,6253,Bourreria radula,Bourreria,radula,.,.,BORA2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6255,bodywood,Bourreria,succulenta,.,.,BOSU2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6257,roble de guayo,Bourreria,virgata,.,.,BOVI2,U,U,U,"C, U",C,.,.,.
.,.,.,.,6258,pink flame tree,Brachychiton,discolor,.,.,BRDI6,U,U,U,U,.,.,U,.
.,.,.,.,6259,whiteflower kurrajong,Brachychiton,populneum,.,.,BRPO6,U,U,U,U,.,.,U,.
.,.,.,.,6262,paper mulberry,Broussonetia,papyrifera,.,.,BRPA4,U,"P, U",U,U,.,P,U,.
.,.,.,.,6264,angels-trumpet,Brugmansia,candida,.,.,BRCA12,U,"P, U",U,U,.,P,.,.
.,.,.,.,6266,Oriental mangrove,Bruguiera,gymnorhiza,.,.,BRGY3,U,"P, U",U,U,.,P,.,.
.,.,.,.,6267,smallflower bruguiera,Bruguiera,parviflora,.,.,BRPA15,U,"P, U",U,U,.,P,.,.
.,.,.,.,6268,Oriental mangrove,Bruguiera,sexangular,.,.,BRSE11,.,.,.,.,.,.,.,.
.,.,.,.,6270,West Indian sumac,Brunellia,comocladiifolia,.,.,BRCO6,U,U,U,"C, U",C,.,.,.
.,.,.,.,6272,American brunfelsia,Brunfelsia,americana,.,.,BRAM4,U,U,U,"C, U",C,.,.,.
.,.,.,.,6273,Serpentine Hill raintree,Brunfelsia,densifolia,.,.,BRDE4,U,U,U,"C, U",C,.,.,.
