Non-Urban Exclusion,NFS Region Exclusion,Mainland Exclusion ,Woodland,FIA Code,Common Name,Genus,Species,VARIETY,SUBSPECIES,PLANTS Code,Past NRS Tally,Past PNW Tally,Past RMRS Tally,Past SRS Tally,Caribbean,Pacific,Urban,Historic  P2
.,.,.,.,8326,Koolau Range pritchardia,Pritchardia,martii,.,.,PRMA5,U,"P, U",U,U,.,P,.,.
.,.,.,.,8327,Alakai Swamp pritchardia,Pritchardia,minor,.,.,PRMI3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8328,Kamalo pritchardia,Pritchardia,munroi,.,.,PRMU3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8329,fan palm,Pritchardia,pacifica,.,.,PRPA11,U,"P, U",U,U,.,P,.,.
.,.,.,.,8330,Waioli Valley pritchardia,Pritchardia,perlmanii,.,.,PRPE7,U,"P, U",U,U,.,P,.,.
.,.,.,.,8331,Nihoa pritchardia,Pritchardia,remota,.,.,PRRE,U,"P, U",U,U,.,P,.,.
.,.,.,.,8336,lands of papa pritchardia,Pritchardia,schattaueri,.,.,PRSC,U,"P, U",U,U,.,P,.,.
.,.,.,.,8337,pritchardia,Pritchardia,spp.,.,.,PRITC,U,"P, U",U,U,.,P,.,.
.,.,.,.,8338,stickybud pritchardia,Pritchardia,viscosa,.,.,PRVI2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8339,poleline pritchardia,Pritchardia,waialealeana,.,.,PRWA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8340,guasimilla,Prockia,crucis,.,.,PRCR2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8342,jand,Prosopis,cineraria,.,.,PRCI4,U,U,U,"C, U",C,.,.,.
.,.,.,w,756,honey mesquite ,Prosopis,glandulosa,.,.,PRGL2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8343,mesquite,Prosopis,juliflora,.,.,PRJU,U,"P, U",U,U,.,P,.,.
.,.,.,.,8344,kiawe,Prosopis,pallida,.,.,PRPA4,U,"P, U",U,"C, U",C,P,.,.
.,.,.,w,758,screwbean mesquite,Prosopis,pubescens,.,.,PRPU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,w,757,velvet mesquite,Prosopis,velutina,.,.,PRVE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,769,Allegheny plum,Prunus,alleghaniensis,.,.,PRAL5,"R, U",U,U,U,.,.,.,P2
.,.,.,.,766,American plum,Prunus,americana,.,.,PRAM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8350,apricot,Prunus,armeniaca,.,.,PRAR3,U,U,U,U,.,.,U,.
.,.,.,.,771,sweet cherry,Prunus,avium,.,.,PRAV,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
NUE,.,.,.,8345,Carolina laurelcherry,Prunus,caroliniana,.,.,PRCA,.,U,U,U,.,.,U,.
.,.,.,.,8348,cherry plum,Prunus,cerasifera,.,.,PRCE2,U,U,U,U,.,.,U,.
NUE,.,.,.,772,sour cherry,Prunus,cerasus,.,.,PRCE,"R, U",U,U,U,.,.,.,P2
.,.,.,.,773,European plum,Prunus,domestica,.,.,PRDO,"R, U",U,U,U,.,.,.,P2
.,.,.,.,8351,sweet almond,Prunus,dulcis,.,.,PRDU,U,U,U,U,.,.,U,.
.,"3, 4",.,.,768,bitter cherry,Prunus,emarginata,.,.,PREM,"R, U","PNWS, U",.,U,.,.,.,P2
.,.,.,.,6696,cherry laurel,Prunus,laurocerasus,.,.,PRLA5,U,U,U,U,.,.,U,.
.,.,.,.,774,Mahaleb cherry,Prunus,mahaleb,.,.,PRMA,"R, U",U,U,U,.,.,.,P2
.,.,.,.,6708,Mexican plum,Prunus,mexicana,.,.,PRME,.,.,.,.,.,.,.,.
.,.,.,.,8346,West Indian cherry,Prunus,myrtifolia,.,.,PRMY,U,U,U,"C, U",C,.,.,.
.,.,.,.,765,Canada plum,Prunus,nigra,.,.,PRNI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8347,western cherry laurel,Prunus,occidentalis,.,.,PROC,U,U,U,"C, U",C,.,.,.
.,.,.,.,761,pin cherry,Prunus,pensylvanica,.,.,PRPE2,"R, U","PNWS, U",.,"R, U",.,.,.,P2
.,.,.,.,764,peach,Prunus,persica,.,.,PRPE3,"R, U","P, U",U,"R, U",.,P,.,P2
.,.,.,.,8360,Japanese plum,Prunus,salicina,.,.,PRSA3,U,U,U,U,.,.,U,.
.,.,.,.,762,black cherry,Prunus,serotina,.,.,PRSE2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8349,Prunus serotina,Prunus,serotina,.,capuli,PRSEC,U,U,U,"C, U",C,.,.,.
.,.,.,.,6707,Japanese flowering cherry,Prunus,serrulata,.,.,PRSE3,U,U,U,U,.,.,U,.
.,"3, 4, 5, 6, 10",.,.,760,cherry and plum spp.,Prunus,spp.,.,.,PRUNU,"R, U",U,U,"R, C, U",C,.,.,P2
.,"3, 4",.,.,763,chokecherry,Prunus,virginiana,.,.,PRVI,"R, U","PNWS, U",.,"R, U",.,.,.,P2
.,.,.,.,8357,Yoshino flowering cherry,Prunus,x yedoensis,.,.,PRYE,U,U,U,U,.,.,U,.
.,.,.,.,8352,false breadnut,Pseudolmedia,spuria,.,.,PSSP2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8353,Florida cherry palm,Pseudophoenix,sargentii,.,.,PSSA,U,U,U,"C, U",C,.,.,.
.,.,.,.,201,bigcone Douglas-fir,Pseudotsuga,macrocarpa,.,.,PSMA,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,202,Douglas-fir,Pseudotsuga,menziesii,.,.,PSME,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8354,mountain guava,Psidium,amplexicaule,.,.,PSAM,U,U,U,"C, U",C,.,.,.
.,.,.,.,8355,strawberry guava,Psidium,cattleianum,.,.,PSCA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8356,guava,Psidium,guajava,.,.,PSGU,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8358,Psidium longipes,Psidium,longipes,.,.,PSLOO,U,U,U,"C, U",C,.,.,.
.,.,.,.,8359,Sintenis' guava,Psidium,sintenisii,.,.,PSSI2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8361,cachimbo-cumun,Psychotria,berteriana,.,.,PSBE,U,U,U,"C, U",C,.,.,.
.,.,.,.,8362,palo de cachimbo,Psychotria,brachiata,.,.,PSBR2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8363,Browne's wild coffee,Psychotria,brownei,.,.,PSBR3,U,U,U,"C, U",C,.,.,.
.,.,.,.,8368,chimei,Psychotria,carolinensis,.,.,PSCA18,U,"P, U",U,U,.,P,.,.
.,.,.,.,8413,Psychotria cheathamiana,Psychotria,cheathamiana,.,.,PSCH4,U,"P, U",U,U,.,P,.,.
.,.,.,.,8364,Psychotria domingensis,Psychotria,domingensis,.,.,PSDO2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8365,Koolau Range wild coffee,Psychotria,fauriei,.,.,PSFA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8366,largeflower wild coffee,Psychotria,grandiflora,.,.,PSGR,U,"P, U",U,U,.,P,.,.
.,.,.,.,8367,cachimbo grande,Psychotria,grandis,.,.,PSGR2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8369,Kauai wild coffee,Psychotria,greenwelliae,.,.,PSGR3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8370,Waianae Range wild coffee,Psychotria,hathewayi,.,.,PSHA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8373,kopikoula,Psychotria,hawaiiensis,.,.,PSHA3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8377,woodland wild coffee,Psychotria,hexandra,.,.,PSHE2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8382,Oahu wild coffee,Psychotria,hexandra,.,oahuensis,PSHEO,U,"P, U",U,U,.,P,.,.
.,.,.,.,8386,milolii kopiwai,Psychotria,hobdyi,.,.,PSHO,U,"P, U",U,U,.,P,.,.
.,.,.,.,8387,matalafi,Psychotria,insularum,.,.,PSIN10,U,"P, U",U,U,.,P,.,.
.,.,.,.,8388,kopiko kea,Psychotria,kaduana,.,.,PSKA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8389,cachimbo de gato,Psychotria,maleolens,.,.,PSMA4,U,U,U,"C, U",C,.,.,.
.,.,.,.,8390,aplohkateng,Psychotria,mariana,.,.,PSYMAR,U,"P, U",U,U,.,P,.,.
.,.,.,.,8391,cachimbo de maricao,Psychotria,maricaensis,.,.,PSMA5,U,U,U,"C, U",C,.,.,.
.,.,.,.,8392,forest wild coffee,Psychotria,mariniana,.,.,PSMA6,U,"P, U",U,U,.,P,.,.
.,.,.,.,8393,opiko,Psychotria,mauiensis,.,.,PSMA7,U,"P, U",U,U,.,P,.,.
.,.,.,.,8395,floating balsamo,Psychotria,nutans,.,.,PSNU2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8397,hairy wild coffee,Psychotria,pubescens,.,.,PSPU,U,U,U,"C, U",C,.,.,.
.,.,.,.,8398,Psychotria rhombocarpa,Psychotria,rhombocarpa,.,.,PSRH2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8399,Psychotria rotensis,Psychotria,rotensis,.,.,PSRO2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8400,wild coffee,Psychotria,spp.,.,.,PSYCH,U,"P, U",U,U,.,P,.,.
.,.,.,.,8401,leatherleaf wild coffee,Psychotria,wawrae,.,.,PSWA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,6381,Olasina,Psydrax,merrillii,.,.,CAME35,U,"P, U",U,U,.,P,.,.
.,.,.,.,8402,alahee,Psydrax,odorata,.,.,PSOD,U,"P, U",U,U,.,P,.,.
.,.,.,.,8404,Kauai pteralyxia,Pteralyxia,kauaiensis,.,.,PTKA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8405,ridged pteralyxia,Pteralyxia,macrocarpa,.,.,PTMA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8407,pterocarpus,Pterocarpus,indicus,.,.,PTIN2,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8408,Burma padauk,Pterocarpus,macrocarpus,.,.,PTMA7,U,U,U,"C, U",C,.,.,.
.,.,.,.,8409,Malabar kino,Pterocarpus,marsupium,.,.,PTMA3,U,U,U,"C, U",C,.,.,.
.,.,.,.,8410,dragonsblood tree,Pterocarpus,officinalis,.,.,PTOF,U,U,U,"C, U",C,.,.,.
.,.,.,.,8411,Chinese wingnut,Pterocarya,stenoptera,.,.,PTST80,U,U,U,U,.,.,U,.
.,.,.,.,8412,Ptychococcus ledermannianus,Ptychococcus,ledermannianus,.,.,PTLE3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8415,Macarthur feather palm,Ptychosperma,macarthuri,.,.,PTMA8,U,"P, U",U,U,.,P,.,.
.,.,.,.,8416,chesdbuuch,Ptychosperma,palauense,.,.,PTPA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8419,pomegranate,Punica,granatum,.,.,PUGR2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8421,Callery pear,Pyrus,calleryana,.,.,PYCA80,U,U,U,U,.,.,U,.
.,.,.,.,8423,common pear,Pyrus,communis,.,.,PYCO,.,U,U,U,.,.,U,.
.,.,.,.,8426,Chinese pear,Pyrus,pyrifolia,.,.,PYPY2,.,U,U,U,.,.,U,.
.,"5, 6, 10",.,.,8420,pear spp.,Pyrus,Spp.,.,.,PYRUS,U,U,U,U,.,.,U,.
.,.,.,.,8422,swizzlestick tree,Quararibea,turbinata,.,.,QUTU,U,U,U,"C, U",C,.,.,.
.,.,.,.,8427,sawtooth oak,Quercus,acutissima,.,.,QUAC80,U,U,U,U,.,.,U,.
.,.,.,.,801,California live oak,Quercus,agrifolia,.,.,QUAG,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,802,white oak,Quercus,alba,.,.,QUAL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,w,803,Arizona white oak,Quercus,arizonica,.,.,QUAR,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6768,Arkansas oak,Quercus,arkansana,.,.,QUAR2,U,U,U,U,.,.,U,.
.,.,.,.,8429,bastard white oak,Quercus,austrina,.,.,QUAU,U,U,U,U,.,.,U,.
.,.,.,.,804,swamp white oak,Quercus,bicolor,.,.,QUBI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8513,Buckley oak,Quercus,buckleyi,.,.,QUBU2,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,8437,European turkey oak,Quercus,cerris,.,.,QUCE,U,U,U,U,.,.,U,.
.,"3, 4",.,.,805,canyon live oak,Quercus,chrysolepis,.,.,QUCH2,"R, U","PNWS, U",U,U,.,.,.,P2
.,.,.,.,806,scarlet oak,Quercus,coccinea,.,.,QUCO2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,807,blue oak,Quercus,douglasii,.,.,QUDO,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,809,northern pin oak,Quercus,ellipsoidalis,.,.,QUEL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,w,810,Emory oak,Quercus,emoryi,.,.,QUEM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,811,Engelmann oak,Quercus,engelmannii,.,.,QUEN,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,812,southern red oak,Quercus,falcata,.,.,QUFA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8438,Texas live oak,Quercus,fusiformis,.,.,QUFU,U,U,U,U,.,.,U,.
.,.,.,w,814,Gambel oak,Quercus,gambelii,.,.,QUGA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,815,Oregon white oak,Quercus,garryana,.,.,QUGA4,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,8441,sand live oak,Quercus,geminata,.,.,QUGE2,U,U,U,U,.,.,U,.
.,.,.,.,6782,Georgia oak,Quercus,georgiana,.,.,QUGE,U,U,U,U,.,.,U,.
.,.,.,.,851,Chisos oak,Quercus,graciliformis,.,.,QUGR,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,8511,Graves oak,Quercus,gravesii,.,.,QUGR2,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,w,846,gray oak,Quercus,grisea,.,.,QUGR3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8449,Darlington oak,Quercus,hemisphaerica,.,.,QUHE2,U,U,U,U,.,.,U,.
.,.,.,w,843,silverleaf oak,Quercus,hypoleucoides,.,.,QUHY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8450,holly oak,Quercus,ilex,.,.,QUIL2,U,U,U,U,.,.,U,.
.,.,.,.,816,scrub oak,Quercus,ilicifolia,.,.,QUIL,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,817,shingle oak,Quercus,imbricaria,.,.,QUIM,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,842,bluejack oak,Quercus,incana,.,.,QUIN,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,818,California black oak,Quercus,kelloggii,.,.,QUKE,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,8514,Lacey oak,Quercus,laceyi,.,.,QULA,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,819,turkey oak,Quercus,laevis,.,.,QULA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,820,laurel oak,Quercus,laurifolia,.,.,QULA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,821,California white oak,Quercus,lobata,.,.,QULO,"R, U","PNWS, U","R, U",U,.,.,.,P2
.,.,.,.,822,overcup oak,Quercus,lyrata,.,.,QULY,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,823,bur oak,Quercus,macrocarpa,.,.,QUMA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,840,dwarf post oak,Quercus,margarettiae,.,.,QUMA6,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,824,blackjack oak,Quercus,marilandica,.,.,QUMA3,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,825,swamp chestnut oak,Quercus,michauxii,.,.,QUMI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,841,dwarf live oak,Quercus,minima,.,.,QUMI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,826,chinkapin oak,Quercus,muehlenbergii,.,.,QUMU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6791,myrtle oak,Quercus,myrtifolia,.,.,QUMY,U,U,U,U,.,.,U,.
.,.,.,.,827,water oak,Quercus,nigra,.,.,QUNI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,w,829,Mexican blue oak,Quercus,oblongifolia,.,.,QUOB,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,844,Oglethorpe oak,Quercus,oglethorpensis,.,.,QUOG,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,813,cherrybark oak,Quercus,pagoda,.,.,QUPA5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,830,pin oak,Quercus,palustris,.,.,QUPA2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6794,durmast oak,Quercus,petraea,.,.,QUPE2,U,U,U,U,.,.,U,.
.,.,.,.,831,willow oak,Quercus,phellos,.,.,QUPH,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8512,Mexican white oak,Quercus,polymorpha,.,.,QUPO2,"R, U",U,U,"R, C, U",C,.,.,P2
.,8,.,.,845,dwarf chinkapin oak,Quercus,prinoides,.,.,QUPR,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,832,chestnut oak,Quercus,prinus,.,.,QUPR2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6797,English oak,Quercus,robur,.,.,QURO2,U,U,U,U,.,.,U,.
.,.,.,.,8492,robust oak,Quercus,robusta,.,.,QURO3,U,U,U,U,.,.,U,.
.,.,.,.,833,northern red oak,Quercus,rubra,.,.,QURU,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,w,847,netleaf oak,Quercus,rugosa,.,.,QURU4,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,834,Shumard oak,Quercus,shumardii,.,.,QUSH,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,836,Delta post oak,Quercus,similis,.,.,QUSI2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,808,Durand oak,Quercus,sinuata,sinuata,.,QUSIS,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6799,bastard oak,Quercus,sinuata,.,.,QUSI,U,U,U,U,.,.,U,.
.,.,.,.,8487,bastard oak,Quercus,sinuata,breviloba,.,QUSIB,U,U,U,U,.,.,U,.
.,.,.,.,835,post oak,Quercus,stellata,.,.,QUST,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8424,cork oak,Quercus,suber,.,.,QUSU5,U,"P, U",U,U,.,P,.,.
.,.,.,.,8455,lateleaf oak,Quercus,tardifolia,.,.,QUTA,U,U,U,U,.,.,U,.
.,.,.,.,828,Texas red oak,Quercus,texana,.,.,QUTE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8461,sandpaper oak,Quercus,vaseyana,.,.,QUVA5,.,U,U,U,.,.,U,.
.,.,.,.,837,black oak,Quercus,velutina,.,.,QUVE,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,838,live oak,Quercus,virginiana,.,.,QUVI,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,839,interior live oak,Quercus,wislizeni,.,.,QUWI2,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,MLE,.,8425,white indigoberry,Randia,aculeata,.,.,RAAC,U,U,U,"C, U",C,.,.,.
.,.,.,.,8430,togo vao,Rapanea,myricifolia,.,.,RAMY,U,"P, U",U,U,.,P,.,.
.,.,.,.,8432,omechidel,Rauvolfia,insularis,.,.,RAIN8,U,"P, U",U,U,.,P,.,.
.,.,.,.,8433,palo amargo,Rauvolfia,nitida,.,.,RANI2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8434,devils-pepper,Rauvolfia,sandwicensis,.,.,RASA3,U,"P, U",U,U,.,P,.,.
.,.,.,.,8431,poison devils-pepper,Rauvolfia,vomitoria,.,.,RAVO,U,"P, U",U,U,.,P,.,.
.,.,.,.,8436,traveler's tree,Ravenala,madagascariensis,.,.,RAMA7,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8439,tortugo prieto,Ravenia,urbanii,.,.,RAUR,U,U,U,"C, U",C,.,.,.
.,.,.,.,8440,vi vao,Reynoldsia,lanutoensis,.,.,RELA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8442,ohe makai,Reynoldsia,sandwicensis,.,.,RESA,U,"P, U",U,U,.,P,.,.
.,.,.,.,8444,guama,Reynosia,guama,.,.,REGU,U,U,U,"C, U",C,.,.,.
.,.,.,.,8445,Krug's darlingplum,Reynosia,krugii,.,.,REKR,U,U,U,"C, U",C,.,.,.
.,.,.,.,8447,sloe,Reynosia,uncinata,.,.,REUN,U,U,U,"C, U",C,.,.,.
.,8,.,.,6918,common buckthorn,Rhamnus,cathartica,.,.,RHCA3,U,U,U,U,.,.,U,.
.,.,.,.,8456,Rheeda,Rheedia,edulis,.,.,RHED4,U,"P, U",U,U,.,P,.,.
.,.,.,.,8458,mangle,Rhizophora,apiculata,.,.,RHAP2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8460,Rhizophora lamarckii,Rhizophora,lamarckii,.,.,RHLA12,U,"P, U",U,U,.,P,.,.
.,.,.,.,989,American mangrove,Rhizophora,mangle,.,.,RHMA2,"R, U","PNWS, P, U","R, U","R, C, U",C,P,.,P2
.,.,.,.,8462,mangle hembra,Rhizophora,mucronata,.,.,RHMU,U,"P, U",U,U,.,P,.,.
.,.,.,.,8464,Rhizophora stylosa,Rhizophora,stylosa,.,.,RHST8,U,"P, U",U,U,.,P,.,.
.,8,.,.,8466,Rose Myrtle,Rhodomyrtus,tomentosa,.,.,RHTO10,U,"P, U",U,U,.,P,.,.
.,.,.,.,8470,African sumac,Rhus,lancea,.,.,RHLA11,U,U,U,U,.,.,U,.
.,"3, 8",.,.,8479,prairie sumac,Rhus,lanceolata,.,.,RHLA3,U,U,U,U,.,.,U,.
.,.,.,.,8467,neneleau,Rhus,sandwicensis,.,.,RHSA2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8469,tavai,Rhus,taitensis,.,.,RHTA,U,"P, U",U,U,.,P,.,.
.,,MLE,.,8472,castorbean,Ricinus,communis,.,.,RICO3,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8474,Rinorea carolinensis,Rinorea,carolinensis,.,.,RICA16,U,"P, U",U,U,.,P,.,.
NUE,.,.,w,902,New Mexico locust,Robinia,neomexicana,.,.,RONE,"R, U","PNWS, U",.,"R, U",.,.,.,P2
.,.,.,.,901,black locust,Robinia,pseudoacacia,.,.,ROPS,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8476,greenheart ebony,Rochefortia,acanthophora,.,.,ROAC2,U,U,U,"C, U",C,.,.,.
.,.,.,.,8478,Rochefortia spinosa,Rochefortia,spinosa,.,.,ROSP8,U,U,U,"C, U",C,.,.,.
.,.,.,.,8480,Rollinia,Rollinia,deliciosa,.,.,RODE5,U,"P, U",U,U,.,P,.,.
.,.,.,.,8481,wild sugar apple,Rollinia,mucosa,.,.,ROMU3,U,U,U,"C, U",C,.,.,.
.,.,.,.,8483,cordobancillo,Rondeletia,inermis,.,.,ROIN4,U,U,U,"C, U",C,.,.,.
.,.,.,.,8484,cordobancillo peludo,Rondeletia,pilosa,.,.,ROPI3,U,U,U,"C, U",C,.,.,.
.,.,.,.,8485,Juan Tomas,Rondeletia,portoricensis,.,.,ROPO,U,U,U,"C, U",C,.,.,.
.,.,.,.,8489,Puerto Rico royal palm,Roystonea,borinquena,.,.,ROBO,U,U,U,"C, U",C,.,.,.
.,.,.,.,8490,Roystonea elata,Roystonea,elata,.,.,ROEL,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8491,royal palm,Roystonea,oleracea,.,.,ROOL,U,"P, U",U,U,.,P,.,.
.,.,.,.,909,royal palm spp.,Roystonea,spp.,.,.,ROYST,"R, U",U,U,"R, C, U",C,.,.,P2
.,.,.,.,8494,Puerto Rico palmetto,Sabal,causiarum,.,.,SACA,U,U,U,"C, U",C,.,.,.
.,.,.,.,911,Mexican palmetto,Sabal,mexicana,.,.,SAME8,"R, U",U,U,"R, U",.,.,.,P2
.,.,.,.,912,cabbage palmetto,Sabal,palmetto,.,.,SAPA,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8499,white hogwood,Sagraea,umbrosa,.,.,SAUM3,U,U,U,"C, U",C,.,.,.
.,.,.,.,927,white willow,Salix,alba,.,.,SAAL2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,921,peachleaf willow,Salix,amygdaloides,.,.,SAAM2,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,8,.,.,925,coastal plain willow,Salix,caroliniana,.,.,SACA5,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,6954,Elaeagnus willow,Salix,elaeagnos,.,.,SAEL,U,U,U,U,.,.,U,.
.,.,.,.,6955,crack willow,Salix,fragilis,.,.,SAFR,.,.,.,.,.,.,.,.
.,.,.,.,8501,Salix humboldtiana,Salix,humboldtiana,.,.,SAHU,U,U,U,"C, U",C,.,.,.
NUE,.,.,.,8504,arroyo willow,Salix,lasiolepis,.,.,SALA6,.,U,U,U,.,.,U,.
.,.,.,.,922,black willow,Salix,nigra,.,.,SANI,"R, U","PNWS, U",U,"R, U",.,.,.,P2
.,.,.,.,926,balsam willow,Salix,pyrifolia,.,.,SAPY,"R, U","PNWS, U","R, U",U,.,.,.,P2
NUE,.,.,.,928,Scouler's willow,Salix,scouleriana,.,.,SASC,"R, U",U,.,U,.,.,.,P2
.,.,.,.,929,weeping willow,Salix,x sepulcralis,.,.,SASE10,"R, U","PNWS, U","R, U","R, U",.,.,.,P2
.,.,.,.,8503,"etkeam, cheskeam",Samadera,indica,.,.,SAIN13,U,"P, U",U,U,.,P,.,.
.,.,.,.,8505,raintree,Samanea,saman,.,.,SASA10,U,"P, U",U,"C, U",C,P,.,.
.,.,.,.,8556,guayabilla,Samyda,dodecandra,.,.,SADO7,U,U,U,"C, U",C,.,.,.
.,.,.,.,8515,"santol, kechapi",Sandoricum,koetjape,.,.,SAKO4,U,"P, U",U,U,.,P,.,.
.,.,.,.,8518,sandalwood,Santalum,album,.,.,SAAL16,U,"P, U",U,U,.,P,.,.
.,.,.,.,8516,coastal sandalwood,Santalum,ellipticum,.,.,SAEL2,U,"P, U",U,U,.,P,.,.
.,.,.,.,8517,forest sandalwood,Santalum,freycinetianum,.,.,SAFR4,U,"P, U",U,U,.,P,.,.
