"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Knema","curtisiae","Knema","curtisii",2
"Knema","curtisii","Knema","curtisiae",2
"Knema","furfurascens","Knema","furfurascerts",2
"Knema","furfurascerts","Knema","furfurascens",2
"Knema","glabra","Knema","glauca",2
"Knema","glauca","Knema","glabra",2
"Knema","hookerana","Knema","hookeriana",1
"Knema","hookeriana","Knema","hookerana",1
"Knema","iteophylla","Knema","stenophylla",2
"Knema","latericia","Knema","lateritica",2
"Knema","lateritica","Knema","latericia",2
"Knema","latifolia","Knema","linifolia",2
"Knema","linifolia","Knema","latifolia",2
"Knema","linifolia","Knema","longifolia",2
"Knema","longifolia","Knema","linifolia",2
"Knema","longifolia","Knema","oblongifolia",2
"Knema","oblongifolia","Knema","longifolia",2
"Knema","stenophylla","Knema","iteophylla",2
