"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Eugenia","abbotiana","Eugenia","abbottiana",1
"Eugenia","abbottiana","Eugenia","abbotiana",1
"Eugenia","abbottiana","Eugenia","arnottiana",2
"Eugenia","abeggii","Eugenia","bergii",2
"Eugenia","abeggii","Eugenia","greggii",2
"Eugenia","aborensis","Eugenia","acrensis",2
"Eugenia","aborensis","Eugenia","amosensis",2
"Eugenia","aborensis","Eugenia","apoensis",2
"Eugenia","aborensis","Eugenia","arborensis",1
"Eugenia","aborensis","Eugenia","azurensis",2
"Eugenia","aborensis","Eugenia","gabonensis",2
"Eugenia","aborensis","Eugenia","tabouensis",2
"Eugenia","aborensis","Eugenia","zamorensis",2
"Eugenia","abunan","Eugenia","acunae",2
"Eugenia","abunan","Eugenia","acunai",2
"Eugenia","acca","Eugenia","acka",1
"Eugenia","acca","Eugenia","alba",2
"Eugenia","acca","Eugenia","cana",2
"Eugenia","acka","Eugenia","acca",1
"Eugenia","acka","Eugenia","alba",2
"Eugenia","acka","Eugenia","cana",2
"Eugenia","acrantha","Eugenia","macrantha",1
"Eugenia","acrantha","Eugenia","micrantha",2
"Eugenia","acrensis","Eugenia","aborensis",2
"Eugenia","acrensis","Eugenia","agensis",2
"Eugenia","acrensis","Eugenia","apaensis",2
"Eugenia","acrensis","Eugenia","apoensis",2
"Eugenia","acrensis","Eugenia","arvensis",2
"Eugenia","acrensis","Eugenia","azurensis",2
"Eugenia","acrensis","Eugenia","capensis",2
"Eugenia","acrensis","Eugenia","caurensis",2
"Eugenia","acrensis","Eugenia","macarensis",2
"Eugenia","acrisepala","Eugenia","acutisepala",2
"Eugenia","acrisepala","Eugenia","macrosepala",2
"Eugenia","acrophila","Eugenia","acrophylla",2
"Eugenia","acrophila","Eugenia","macrochila",2
"Eugenia","acrophila","Eugenia","macrohila",2
"Eugenia","acrophylla","Eugenia","acrophila",2
"Eugenia","acrophylla","Eugenia","ammophylla",2
"Eugenia","acrophylla","Eugenia","caryophylla",2
"Eugenia","acrophylla","Eugenia","macrophylla",1
"Eugenia","acrophylla","Eugenia","microphylla",2
"Eugenia","acrophylla","Eugenia","urophylla",2
"Eugenia","actiniflora","Eugenia","catingiflora",2
"Eugenia","acuminata","Eugenia","ruminata",2
"Eugenia","acunae","Eugenia","abunan",2
"Eugenia","acunae","Eugenia","acunai",1
"Eugenia","acunae","Eugenia","alcinae",2
"Eugenia","acunai","Eugenia","abunan",2
"Eugenia","acunai","Eugenia","acunae",1
"Eugenia","acutata","Eugenia","argutata",2
"Eugenia","acutata","Eugenia","aurata",2
"Eugenia","acutata","Eugenia","caudata",2
"Eugenia","acutata","Eugenia","maculata",2
"Eugenia","acutiflora","Eugenia","acutifolia",2
"Eugenia","acutiflora","Eugenia","acutiloba",2
"Eugenia","acutiflora","Eugenia","cauliflora",2
"Eugenia","acutiflora","Eugenia","curtiflora",2
"Eugenia","acutifolia","Eugenia","acutiflora",2
"Eugenia","acutifolia","Eugenia","arbutifolia",2
"Eugenia","acutiloba","Eugenia","acutiflora",2
"Eugenia","acutisepala","Eugenia","acrisepala",2
"Eugenia","acutissima","Eugenia","altissima",2
"Eugenia","adstringens","Eugenia","astringens",1
"Eugenia","aemula","Eugenia","ampla",2
"Eugenia","aemula","Eugenia","vetula",2
"Eugenia","aerosa","Eugenia","arenosa",2
"Eugenia","aerosa","Eugenia","nervosa",2
"Eugenia","aerosa","Eugenia","setosa",2
"Eugenia","aerosa","Eugenia","venosa",2
"Eugenia","aeruginea","Eugenia","ferruginea",2
"Eugenia","agensis","Eugenia","acrensis",2
"Eugenia","agensis","Eugenia","apaensis",2
"Eugenia","agensis","Eugenia","apoensis",2
"Eugenia","agensis","Eugenia","arvensis",2
"Eugenia","agensis","Eugenia","avenis",2
"Eugenia","agensis","Eugenia","bagensis",1
"Eugenia","agensis","Eugenia","capensis",2
"Eugenia","agensis","Eugenia","egensis",1
"Eugenia","agensis","Eugenia","javensis",2
"Eugenia","agensis","Eugenia","lagoensis",2
"Eugenia","agensis","Eugenia","malensis",2
"Eugenia","agensis","Eugenia","moensis",2
"Eugenia","agensis","Eugenia","ubensis",2
"Eugenia","agensis","Eugenia","ugoensis",2
"Eugenia","agusanensis","Eugenia","guanensis",2
"Eugenia","agusanensis","Eugenia","guianensis",2
"Eugenia","alagoensis","Eugenia","alegrensis",2
"Eugenia","alagoensis","Eugenia","lagoensis",1
"Eugenia","alainii","Eugenia","calvinii",2
"Eugenia","alainii","Eugenia","kleinii",2
"Eugenia","alata","Eugenia","alba",2
"Eugenia","alata","Eugenia","atrata",2
"Eugenia","alata","Eugenia","aurata",2
"Eugenia","alata","Eugenia","flava",2
"Eugenia","alata","Eugenia","galeata",2
"Eugenia","alata","Eugenia","grata",2
"Eugenia","alata","Eugenia","laeta",2
"Eugenia","alata","Eugenia","laxa",2
"Eugenia","alata","Eugenia","oblata",2
"Eugenia","alata","Eugenia","ovata",2
"Eugenia","alata","Eugenia","valvata",2
"Eugenia","alaternifolia","Eugenia","alternifolia",1
"Eugenia","alaternifolia","Eugenia","laterifolia",2
"Eugenia","alaternifolia","Eugenia","quaternifolia",2
"Eugenia","alba","Eugenia","acca",2
"Eugenia","alba","Eugenia","acka",2
"Eugenia","alba","Eugenia","alata",2
"Eugenia","alba","Eugenia","albida",2
"Eugenia","alba","Eugenia","calva",2
"Eugenia","alba","Eugenia","laxa",2
"Eugenia","albanensis","Eugenia","cobanensis",2
"Eugenia","albanensis","Eugenia","galbaoensis",2
"Eugenia","albanensis","Eugenia","libanensis",2
"Eugenia","albanensis","Eugenia","obanensis",2
"Eugenia","albanensis","Eugenia","sablanensis",2
"Eugenia","albida","Eugenia","alba",2
"Eugenia","albida","Eugenia","alpina",2
"Eugenia","albida","Eugenia","pallida",2
"Eugenia","albida","Eugenia","rubida",2
"Eugenia","albiflora","Eugenia","biflora",2
"Eugenia","albiflora","Eugenia","globiflora",2
"Eugenia","albiflora","Eugenia","laxiflora",2
"Eugenia","albimarginata","Eugenia","bimarginata",2
"Eugenia","albo-tomentosa","Eugenia","albotomentosa",1
"Eugenia","albotomentosa","Eugenia","albo-tomentosa",1
"Eugenia","alcinae","Eugenia","acunae",2
"Eugenia","alcinae","Eugenia","alpina",2
"Eugenia","alegrensis","Eugenia","alagoensis",2
"Eugenia","alegrensis","Eugenia","balerensis",2
"Eugenia","alexandrae","Eugenia","alexandri",2
"Eugenia","alexandri","Eugenia","alexandrae",2
"Eugenia","alletiana","Eugenia","aubletiana",2
"Eugenia","alletiana","Eugenia","hulletiana",2
"Eugenia","alletiana","Eugenia","milletiana",2
"Eugenia","alnifolia","Eugenia","alyxifolia",2
"Eugenia","alnifolia","Eugenia","lancifolia",2
"Eugenia","alnifolia","Eugenia","latifolia",2
"Eugenia","alnifolia","Eugenia","magnifolia",2
"Eugenia","alnifolia","Eugenia","oleifolia",2
"Eugenia","alnifolia","Eugenia","pinifolia",2
"Eugenia","alnifolia","Eugenia","tinifolia",2
"Eugenia","aloysii","Eugenia","klossii",2
"Eugenia","alpestris","Eugenia","campestris",2
"Eugenia","alpestris","Eugenia","rupestris",2
"Eugenia","alpigena","Eugenia","alpina",2
"Eugenia","alpina","Eugenia","albida",2
"Eugenia","alpina","Eugenia","alcinae",2
"Eugenia","alpina","Eugenia","alpigena",2
"Eugenia","alpina","Eugenia","andina",2
"Eugenia","alpina","Eugenia","campina",2
