"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Walsura","glabra","Walsura","glauca",2
"Walsura","glauca","Walsura","glabra",2
"Walsura","monopbylla","Walsura","monophylla",1
"Walsura","monophylla","Walsura","monopbylla",1
"Walsura","quinquejuga","Walsura","quinquijuga",1
"Walsura","quinquijuga","Walsura","quinquejuga",1
"Walsura","temrifolia","Walsura","tenuifolia",2
"Walsura","temrifolia","Walsura","trifolia",2
"Walsura","tenuifolia","Walsura","temrifolia",2
"Walsura","trifolia","Walsura","temrifolia",2
"Walsura","trifolia","Walsura","trifoliata",2
"Walsura","trifoliata","Walsura","trifolia",2
"Walsura","trifoliata","Walsura","trifoliolata",2
"Walsura","trifoliolata","Walsura","trifoliata",2
