"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Himatanthus","articulata","Himatanthus","articulatus",2
"Himatanthus","articulatus","Himatanthus","articulata",2
"Himatanthus","attenuata","Himatanthus","attenuatus",2
"Himatanthus","attenuatus","Himatanthus","attenuata",2
"Himatanthus","bracteata","Himatanthus","bracteatus",2
"Himatanthus","bracteatus","Himatanthus","bracteata",2
"Himatanthus","drastica","Himatanthus","drasticus",2
"Himatanthus","drasticus","Himatanthus","drastica",2
"Himatanthus","lancifolia","Himatanthus","lancifolius",2
"Himatanthus","lancifolia","Himatanthus","latifolia",2
"Himatanthus","lancifolius","Himatanthus","lancifolia",2
"Himatanthus","latifolia","Himatanthus","lancifolia",2
"Himatanthus","malongo","Himatanthus","mulongo",1
"Himatanthus","martii","Himatanthus","martiusi",2
"Himatanthus","martiusi","Himatanthus","martii",2
"Himatanthus","mulongo","Himatanthus","malongo",1
"Himatanthus","obovata","Himatanthus","obovatus",2
"Himatanthus","obovatus","Himatanthus","obovata",2
"Himatanthus","phagedaenica","Himatanthus","phagedaenicus",2
"Himatanthus","phagedaenicus","Himatanthus","phagedaenica",2
"Himatanthus","revoluta","Himatanthus","revolutus",2
"Himatanthus","revolutus","Himatanthus","revoluta",2
"Himatanthus","rigida","Himatanthus","rigidus",2
"Himatanthus","rigidus","Himatanthus","rigida",2
"Himatanthus","speciosa","Himatanthus","speciosus",2
"Himatanthus","speciosus","Himatanthus","speciosa",2
