"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Trema","acuminatissima","Trema","acuminatissimum",2
"Trema","acuminatissimum","Trema","acuminatissima",2
"Trema","affine","Trema","affinis",2
"Trema","affinis","Trema","affine",2
"Trema","africana","Trema","africanum",2
"Trema","africanum","Trema","africana",2
"Trema","amboinense","Trema","amboinensis",2
"Trema","amboinensis","Trema","amboinense",2
"Trema","angustifolia","Trema","angustifolium",2
"Trema","angustifolium","Trema","angustifolia",2
"Trema","argentea","Trema","argenteum",2
"Trema","argenteum","Trema","argentea",2
"Trema","aspera","Trema","asperum",2
"Trema","asperum","Trema","aspera",2
"Trema","bracteolata","Trema","bracteolatum",2
"Trema","bracteolatum","Trema","bracteolata",2
"Trema","burmanni","Trema","burmannii",1
"Trema","burmannii","Trema","burmanni",1
"Trema","cannabina","Trema","cannabinum",2
"Trema","cannabinum","Trema","cannabina",2
"Trema","carinata","Trema","carinatum",2
"Trema","carinatum","Trema","carinata",2
"Trema","chichilea","Trema","chichileum",2
"Trema","chichileum","Trema","chichilea",2
"Trema","cubense","Trema","cubensis",2
"Trema","cubensis","Trema","cubense",2
"Trema","dunniana","Trema","dunnianum",2
"Trema","dunnianum","Trema","dunniana",2
"Trema","eurhyncha","Trema","eurhynchum",2
"Trema","eurhynchum","Trema","eurhyncha",2
"Trema","floridana","Trema","floridanum",2
"Trema","floridanum","Trema","floridana",2
"Trema","glomerata","Trema","glomeratum",2
"Trema","glomeratum","Trema","glomerata",2
"Trema","grisea","Trema","griseum",2
"Trema","griseum","Trema","grisea",2
"Trema","guineense","Trema","guineensis",2
"Trema","guineense","Trema","guinense",1
"Trema","guineensis","Trema","guineense",2
"Trema","guineensis","Trema","guinensis",1
"Trema","guinense","Trema","guineense",1
"Trema","guinense","Trema","guinensis",2
"Trema","guinensis","Trema","guineensis",1
"Trema","guinensis","Trema","guinense",2
"Trema","imbricata","Trema","imbricatum",2
"Trema","imbricatum","Trema","imbricata",2
"Trema","integerrima","Trema","integerrimum",2
"Trema","integerrimum","Trema","integerrima",2
"Trema","laevigata","Trema","levigata",1
"Trema","lamarckiana","Trema","lamarckianum",2
"Trema","lamarckianum","Trema","lamarckiana",2
"Trema","lanceolata","Trema","lanceolatum",2
"Trema","lanceolatum","Trema","lanceolata",2
"Trema","laxiflora","Trema","laxiflorum",2
"Trema","laxiflorum","Trema","laxiflora",2
"Trema","levigata","Trema","laevigata",1
"Trema","levigata","Trema","levigatum",2
"Trema","levigatum","Trema","levigata",2
"Trema","macrophylla","Trema","macrophyllum",2
"Trema","macrophylla","Trema","microphylla",1
"Trema","macrophyllum","Trema","macrophylla",2
"Trema","melastomatifolia","Trema","melastomatifolium",2
"Trema","melastomatifolium","Trema","melastomatifolia",2
"Trema","melinona","Trema","melinonum",2
"Trema","melinonum","Trema","melinona",2
"Trema","micrantha","Trema","micranthum",2
"Trema","micranthum","Trema","micrantha",2
"Trema","microphylla","Trema","macrophylla",1
"Trema","molle","Trema","mollis",2
"Trema","mollis","Trema","molle",2
"Trema","morifolia","Trema","morifolium",2
"Trema","morifolium","Trema","morifolia",2
"Trema","nitida","Trema","nitidum",2
"Trema","nitida","Trema","rigida",2
"Trema","nitidum","Trema","nitida",2
"Trema","nitidum","Trema","rigidum",2
"Trema","orientale","Trema","orientalis",2
"Trema","orientalis","Trema","orientale",2
"Trema","pallida","Trema","pallidum",2
"Trema","pallidum","Trema","pallida",2
"Trema","parviflora","Trema","parviflorum",2
"Trema","parviflora","Trema","parvifolia",2
"Trema","parviflorum","Trema","parviflora",2
"Trema","parvifolia","Trema","parviflora",2
"Trema","paucinervia","Trema","paucinervium",2
"Trema","paucinervium","Trema","paucinervia",2
"Trema","philippinense","Trema","philippinensis",2
"Trema","philippinensis","Trema","philippinense",2
"Trema","pubigera","Trema","pubigerum",2
"Trema","pubigerum","Trema","pubigera",2
"Trema","rigida","Trema","nitida",2
"Trema","rigida","Trema","rigidum",2
"Trema","rigidum","Trema","nitidum",2
"Trema","rigidum","Trema","rigida",2
"Trema","riparia","Trema","riparium",2
"Trema","riparium","Trema","riparia",2
"Trema","rugosa","Trema","rugosum",2
"Trema","rugosum","Trema","rugosa",2
"Trema","scaberrima","Trema","scaberrimum",2
"Trema","scaberrimum","Trema","scaberrima",2
"Trema","schiedeana","Trema","schiedeanum",2
"Trema","schiedeanum","Trema","schiedeana",2
"Trema","simile","Trema","similis",2
"Trema","similis","Trema","simile",2
"Trema","strigillosa","Trema","strigillosum",2
"Trema","strigillosum","Trema","strigillosa",2
"Trema","strigosa","Trema","strigosum",2
"Trema","strigosum","Trema","strigosa",2
"Trema","timorense","Trema","timorensis",2
"Trema","timorensis","Trema","timorense",2
"Trema","tomentosa","Trema","tomentosum",2
"Trema","tomentosum","Trema","tomentosa",2
"Trema","velutina","Trema","velutinum",2
"Trema","velutinum","Trema","velutina",2
"Trema","vieillardi","Trema","vieillardii",1
"Trema","vieillardii","Trema","vieillardi",1
"Trema","virgata","Trema","virgatum",2
"Trema","virgatum","Trema","virgata",2
"Trema","viride","Trema","viridis",2
"Trema","viridis","Trema","viride",2
"Trema","vulcanica","Trema","vulcanicum",2
"Trema","vulcanicum","Trema","vulcanica",2
