"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Pongamia","emarginata","Pongamia","marginata",1
"Pongamia","grandiflora","Pongamia","grandifolia",2
"Pongamia","grandifolia","Pongamia","grandiflora",2
"Pongamia","marginata","Pongamia","emarginata",1
"Pongamia","obovata","Pongamia","ovata",2
"Pongamia","ovata","Pongamia","obovata",2
"Pongamia","pinnata","Pongamia","pinnatum",2
"Pongamia","pinnata","Pongamia","pinnatus",2
"Pongamia","pinnata","Pongamia","sinuata",2
"Pongamia","pinnatum","Pongamia","pinnata",2
"Pongamia","pinnatum","Pongamia","pinnatus",1
"Pongamia","pinnatus","Pongamia","pinnata",2
"Pongamia","pinnatus","Pongamia","pinnatum",1
"Pongamia","pongam","Pongamia","pungum",2
"Pongamia","pungum","Pongamia","pongam",2
"Pongamia","sinuata","Pongamia","pinnata",2
