"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Rhytiglossa","androsaemifolia","Rhytiglossa","androsemifolia",1
"Rhytiglossa","androsemifolia","Rhytiglossa","androsaemifolia",1
"Rhytiglossa","geniculata","Rhytiglossa","paniculata",2
"Rhytiglossa","lanceolata","Rhytiglossa","lineolata",2
"Rhytiglossa","lineolata","Rhytiglossa","lanceolata",2
"Rhytiglossa","paniculata","Rhytiglossa","geniculata",2
"Rhytiglossa","repens","Rhytiglossa","reptans",2
"Rhytiglossa","reptans","Rhytiglossa","repens",2
"Rhytiglossa","sagraeana","Rhytiglossa","sagrana",2
"Rhytiglossa","sagrana","Rhytiglossa","sagraeana",2
