"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Litsea","abraensis","Litsea","banaensis",2
"Litsea","aciculata","Litsea","auriculata",2
"Litsea","acrantha","Litsea","macrantha",1
"Litsea","acrantha","Litsea","micrantha",2
"Litsea","acuminaia","Litsea","acuminata",1
"Litsea","acuminata","Litsea","acuminaia",1
"Litsea","aestivale","Litsea","aestivalis",2
"Litsea","aestivalis","Litsea","aestivale",2
"Litsea","akoensis","Litsea","napoensis",2
"Litsea","akoensis","Litsea","samoensis",2
"Litsea","alba","Litsea","albida",2
"Litsea","albescens","Litsea","pubescens",2
"Litsea","albescens","Litsea","rubescens",2
"Litsea","albida","Litsea","alba",2
"Litsea","albida","Litsea","pallida",2
"Litsea","alnoides","Litsea","oleoides",2
"Litsea","alveolata","Litsea","areolata",2
"Litsea","alveolata","Litsea","foveolata",2
"Litsea","amara","Litsea","ampla",2
"Litsea","ampla","Litsea","amara",2
"Litsea","angulata","Litsea","angusta",2
"Litsea","angulata","Litsea","undulata",2
"Litsea","angusta","Litsea","angulata",2
"Litsea","areolata","Litsea","alveolata",2
"Litsea","atrata","Litsea","aurata",1
"Litsea","atrata","Litsea","citrata",2
"Litsea","aurata","Litsea","atrata",1
"Litsea","aurata","Litsea","aurea",2
"Litsea","aurea","Litsea","aurata",2
"Litsea","aurea","Litsea","cuprea",2
"Litsea","aureo-sericea","Litsea","aureosericea",1
"Litsea","aureosericea","Litsea","aureo-sericea",1
"Litsea","auriculata","Litsea","aciculata",2
"Litsea","balongai","Litsea","balongy",2
"Litsea","balongy","Litsea","balongai",2
"Litsea","banaensis","Litsea","abraensis",2
"Litsea","banaensis","Litsea","baviensis",2
"Litsea","banaensis","Litsea","tannaensis",2
"Litsea","bandongana","Litsea","bindoniana",2
"Litsea","baueri","Litsea","faberi",2
"Litsea","baviensis","Litsea","banaensis",2
"Litsea","bicolor","Litsea","discolor",2
"Litsea","biflora","Litsea","triflora",2
"Litsea","biflora","Litsea","uniflora",2
"Litsea","bindoana","Litsea","bindoniana",2
"Litsea","bindoniana","Litsea","bandongana",2
"Litsea","bindoniana","Litsea","bindoana",2
"Litsea","blumei","Litsea","blumii",1
"Litsea","blumii","Litsea","blumei",1
"Litsea","brawas","Litsea","merawas",2
"Litsea","buinensis","Litsea","chinensis",2
"Litsea","calicaris","Litsea","calycaris",1
