"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Schilleria","cornifolia","Schilleria","corylifolia",2
"Schilleria","corylifolia","Schilleria","cornifolia",2
"Schilleria","halesiaefolia","Schilleria","halesiifolia",2
"Schilleria","halesiifolia","Schilleria","halesiaefolia",2
"Schilleria","lanceaefolia","Schilleria","lanceifolia",2
"Schilleria","lanceifolia","Schilleria","lanceaefolia",2
"Schilleria","persicariaefolia","Schilleria","persicariifolia",2
"Schilleria","persicariifolia","Schilleria","persicariaefolia",2
"Schilleria","xylosteoides","Schilleria","xylostioides",1
"Schilleria","xylostioides","Schilleria","xylosteoides",1
