"Genus.x","Species.x","Genus.y","Species.y","fuzzy_species_dist"
"Carmichaelia","angusta","Carmichaelia","angustata",2
"Carmichaelia","angustata","Carmichaelia","angusta",2
"Carmichaelia","arborea","Carmichaelia","arboreus",2
"Carmichaelia","arboreus","Carmichaelia","arborea",2
"Carmichaelia","carmichaeliae","Carmichaelia","carmichaelii",2
"Carmichaelia","carmichaelii","Carmichaelia","carmichaeliae",2
"Carmichaelia","crassicaule","Carmichaelia","crassicaulis",2
"Carmichaelia","crassicaulis","Carmichaelia","crassicaule",2
"Carmichaelia","monroi","Carmichaelia","munroi",1
"Carmichaelia","munroi","Carmichaelia","monroi",1
"Carmichaelia","torulosa","Carmichaelia","torulosum",2
"Carmichaelia","torulosum","Carmichaelia","torulosa",2
